Product_ID,Product_Name,Supplier_ID,Supplier_Name,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Price,Last_Order_Date,Sales_Volume,Inventory_Turnover_Rate
16-380-0753,Apricot,24-603-5521,Quinu,38,22,71,$5.00,5/16/2024,33,62
26-535-4727,Tilapia,17-939-1338,Jamia,93,25,23,$7.00,8/17/2024,72,83
59-857-6577,Evaporated Milk,57-569-7172,Blognation,23,100,77,$2.00,8/10/2024,63,26
14-550-2152,Green Tea,60-003-2919,Livepath,51,1,61,$7.60,6/18/2024,96,26
39-315-3936,Heavy Cream,99-034-7010,Yata,57,62,72,$4.00,9/25/2024,23,4
87-199-2743,Papaya,54-907-6531,Demivee,59,74,100,$4.50,9/15/2024,63,69
60-771-0879,Blueberries,90-554-0576,Kayveo,89,15,22,$10.00,2/11/2025,79,42
00-440-9568,Blueberries,43-605-2448,Kamba,53,98,25,$10.00,9/4/2024,55,51
07-074-1196,Plum,69-112-6969,Skajo,11,56,62,$3.90,1/10/2025,40,5
69-674-5387,Yogurt,04-313-0298,Miboo,59,27,63,$1.75,6/27/2024,92,82
08-940-8578,Onion,37-686-1726,Oba,34,29,65,$2.00,10/4/2024,90,23
94-020-6982,Tuna,72-649-3163,Thoughtstorm,25,75,27,$18.00,10/5/2024,31,36
42-879-9478,Anchovies,00-900-0119,Zoonder,81,22,20,$10.00,2/23/2025,95,77
00-405-7428,Apple,42-746-2717,Zava,81,74,45,$3.50,1/27/2025,42,23
87-997-0228,Watermelon,55-156-6528,Topicblab,71,4,37,$3.00,10/24/2024,81,25
05-498-7751,Cauliflower,17-963-6051,Abata,52,22,37,$2.50,7/10/2024,56,44
55-631-7937,Greek Yogurt,79-508-5241,Avamba,26,54,90,$3.00,6/19/2024,25,81
27-389-3529,Haddock,73-201-2803,Feedfish,84,8,54,$9.00,4/23/2024,60,38
84-272-0790,Blueberries,00-635-4638,Eidel,28,86,44,$10.00,11/18/2024,48,12
01-903-5373,Strawberries,37-902-0286,Lazz,94,77,89,$6.00,6/20/2024,40,84
49-311-3063,Kiwi,15-947-9718,Talane,47,75,53,$6.00,10/3/2024,70,20
04-277-5245,Coconut Sugar,90-175-7764,Bubblebox,20,51,21,$5.00,7/28/2024,71,26
04-453-5485,Tomato,43-880-2879,Quatz,84,20,58,$2.50,1/10/2025,86,64
42-141-5718,Cheese,67-662-3444,Mydeo,100,31,43,$9.00,1/6/2025,88,52
89-602-6755,Milk,51-054-3811,BlogXS,74,90,26,$1.00,2/7/2025,24,11
15-045-8444,Green Coffee,29-143-2001,Aibox,27,12,93,$12.00,7/12/2024,88,83
15-240-6267,Eggplant,12-983-3026,Mybuzz,91,55,94,$3.00,4/10/2024,42,93
05-193-8096,Grapes,86-709-5618,Rhynoodle,82,21,85,$5.50,3/19/2024,39,18
93-342-8794,Bread Flour,93-688-1260,Realblab,84,91,86,$1.50,12/7/2024,83,95
83-716-2177,Halibut,79-518-8344,Linktype,18,46,26,$20.00,10/10/2024,57,95
56-635-6764,Sourdough Bread,20-257-6927,Avamba,12,59,62,$4.50,1/16/2025,75,92
10-249-7928,Black Rice,69-861-0313,Voomm,85,4,75,$6.50,4/3/2024,95,70
65-759-3721,Butter Biscuit,21-634-5781,Vipe,33,60,67,$6.00,5/24/2024,20,7
08-725-8156,Tilapia,32-196-4714,Flipopia,59,59,10,$7.00,11/10/2024,57,50
15-679-3935,Grapes,35-906-1010,Jabbersphere,22,69,87,$5.50,6/15/2024,34,26
81-578-7404,Gouda Cheese,90-177-6733,Rhyloo,67,79,98,$7.00,8/11/2024,73,36
82-380-5378,Cheese,96-353-3049,Oozz,78,24,31,$9.00,6/3/2024,60,41
78-362-8578,Lemon,57-633-6273,Vimbo,72,32,80,$2.45,11/17/2024,25,9
32-261-0008,Heavy Cream,26-073-5798,Oyoyo,63,48,22,$4.00,2/18/2025,21,90
74-943-9034,White Bread,15-739-5480,Tagfeed,30,91,34,$2.50,11/18/2024,97,88
86-330-0214,Arabica Coffee,87-840-7803,Jayo,36,64,63,$20.00,2/18/2025,91,35
80-334-0215,Grapes,19-156-3869,Camimbo,88,27,92,$5.50,4/30/2024,57,37
48-957-8596,Banana,40-817-2222,Youfeed,95,25,91,$53.82,4/24/2024,87,5
37-246-0018,Broccoli,61-907-0994,Skilith,30,59,76,$4.00,1/14/2025,61,3
17-002-4721,Green Beans,38-310-4533,Omba,31,55,5,$2.00,2/18/2025,71,46
47-802-5023,Cod,51-010-8144,Buzzster,16,20,45,$8.00,10/18/2024,81,62
22-319-1377,White Sugar,82-266-1796,Skyba,14,16,93,$2.00,3/3/2024,39,30
57-903-6434,Tomato,30-460-3122,Shuffledrive,44,67,15,$2.50,3/10/2024,82,51
22-083-3347,Long Grain Rice,01-431-7544,Yodoo,69,82,58,$1.50,4/29/2024,34,22
65-145-9672,Long Grain Rice,65-068-1200,Gigashots,71,10,49,$1.50,3/16/2024,66,43
95-252-9619,Carrot,38-819-2922,Skynoodle,92,39,50,$1.60,12/7/2024,30,41
74-294-3760,Peanut Oil,81-233-6894,Babblestorm,49,17,54,$4.00,11/30/2024,45,96
06-797-4963,Pomegranate,41-821-0197,Innojam,52,8,37,$6.00,8/15/2024,38,81
39-768-8205,Egg (Turkey),07-987-4536,Gigabox,56,97,29,$2.50,7/17/2024,82,100
03-043-9933,Strawberries,48-450-4126,Yombu,16,23,76,$6.10,2/9/2025,50,27
29-823-6004,Zucchini,10-295-7996,Trudeo,52,79,87,$2.50,4/4/2024,36,100
40-462-2952,Trout,57-323-8059,Browsezoom,91,68,80,$11.50,10/14/2024,81,85
71-999-2404,Mango,01-285-0018,Meezzy,58,58,28,$4.70,8/5/2024,85,63
03-919-9890,Halibut,69-289-8783,Wikibox,47,29,70,$20.00,12/7/2024,61,44
94-525-6925,Rye Bread,31-892-6816,Kwilith,50,56,63,$3.00,5/16/2024,70,100
08-213-2058,Sour Cream,13-179-9553,Babblestorm,43,73,14,$4.00,9/7/2024,59,65
51-312-8608,Cheddar Cheese,06-315-0552,Jabbersphere,68,60,21,$8.90,10/2/2024,79,46
67-512-9754,Egg (Turkey),35-941-2585,DabZ,19,100,83,$2.50,7/21/2024,66,28
45-402-0421,Swiss Cheese,87-201-6047,Quinu,70,84,72,$8.00,12/8/2024,71,20
85-207-4164,Eggplant,07-067-3439,Tanoodle,97,20,72,$3.00,2/6/2025,29,59
72-780-6006,Sunflower Oil,81-292-4650,Voolith,87,24,19,$2.50,12/13/2024,83,3
93-166-3169,White Tea,21-156-0102,Viva,58,81,66,$25.00,2/13/2025,85,78
21-718-6746,Coconut,96-012-3393,Eamia,16,53,12,$5.00,1/20/2025,21,29
93-966-7754,Pineapple,78-787-7171,Quinu,65,35,3,$3.50,1/18/2025,25,13
47-663-5703,Basmati Rice,52-062-2916,Kanoodle,15,49,40,$4.50,6/14/2024,68,74
34-110-1040,Bell Pepper,14-427-6604,Leenti,75,85,27,$4.50,6/9/2024,26,68
82-342-7339,Vanilla Biscuit,14-325-9173,Yozio,80,61,23,$5.50,7/31/2024,63,75
43-670-8544,Orange,16-656-4821,Camido,84,95,22,$2.85,5/14/2024,48,82
12-439-8428,Eggplant,43-542-6868,Ainyx,17,3,33,$3.00,9/14/2024,49,17
49-919-8798,Evaporated Milk,82-482-3670,Gigabox,64,31,91,$1.90,8/4/2024,85,42
73-567-6194,Whipped Cream,81-927-7236,Yakitri,76,81,85,$4.00,12/10/2024,65,68
83-573-4586,Sesame Oil,91-191-2324,Thoughtbeat,77,95,82,$6.50,10/19/2024,29,46
12-798-9401,Cream,96-609-6152,Thoughtblab,18,14,77,$2.50,5/12/2024,78,4
02-895-7781,Coconut Sugar,23-109-2205,Tagchat,51,55,76,$5.00,9/26/2024,21,13
83-625-3618,Asparagus,64-528-9996,Realmix,68,12,73,$5.00,1/11/2025,84,95
89-181-4523,Wild Rice,54-749-3622,Devbug,46,6,64,$10.00,6/23/2024,63,29
95-354-8583,Long Grain Rice,02-057-9401,Meevee,98,40,93,$1.50,2/11/2025,30,53
90-303-1821,Onion,96-786-0667,Edgewire,50,20,74,$2.00,8/3/2024,30,57
71-631-5875,Salmon,91-859-1733,Feedfish,88,83,42,$15.00,9/9/2024,61,59
02-275-6061,Potato,21-829-0398,Edgewire,26,16,69,$1.20,3/26/2024,64,79
04-001-1793,Green Coffee,29-359-0109,Oozz,43,38,63,$12.00,2/2/2025,88,65
47-749-3277,Powdered Sugar,96-551-3929,Devbug,46,20,30,$2.50,2/29/2024,54,24
37-666-3902,Cauliflower,58-536-6583,Meevee,19,73,60,$2.45,8/11/2024,70,48
73-942-0508,Kale,37-057-3553,Brightbean,61,100,94,$4.00,1/14/2025,76,2
57-359-3397,Garlic,54-659-1177,Twiyo,43,40,30,$7.00,10/2/2024,95,26
46-436-5351,Green Tea,07-471-0050,Fiveclub,80,54,21,$8.50,9/30/2024,81,37
27-881-1177,Green Tea,64-807-5250,Skalith,34,47,99,$8.00,7/3/2024,97,47
85-237-3505,Green Tea,92-296-1266,Thoughtsphere,88,50,88,$8.00,11/13/2024,78,28
80-371-3695,Cottage Cheese,42-254-7371,Divape,89,42,76,$5.00,11/30/2024,94,81
04-758-0410,Wild Rice,56-231-2524,Wordpedia,26,21,47,$10.00,8/16/2024,40,59
65-644-1394,Pear,23-280-1300,Lazz,26,95,36,$4.50,1/6/2025,92,14
04-293-6969,Peach,69-087-6645,Linktype,37,38,24,$4.00,9/2/2024,93,32
40-997-2786,Yogurt,18-743-4684,Browsecat,76,98,41,$1.75,5/23/2024,62,48
91-553-1774,Feta Cheese,74-943-4552,Demivee,80,43,80,$7.00,9/5/2024,64,53
13-980-8804,Sweet Potato,20-608-1290,Photospace,100,3,32,$2.00,10/1/2024,98,91
19-672-8982,Butter,50-214-3802,Meembee,21,87,67,$3.10,1/23/2025,64,69
35-299-0889,Coconut Oil,16-776-9987,Gevee,33,78,79,$5.00,7/11/2024,60,25
17-022-9721,Apple,59-629-0798,Chatterpoint,43,63,99,$3.50,12/13/2024,39,77
22-849-2551,Mushrooms,14-231-9135,Izio,34,1,79,$6.20,12/20/2024,58,36
53-050-8242,Mackerel,31-163-5871,Yodoo,82,25,94,$7.50,3/16/2024,66,14
88-183-5781,Whole Wheat Bread,49-247-1217,Lazz,17,63,3,$3.50,8/24/2024,93,26
09-101-1740,Sushi Rice,63-836-1262,Talane,36,81,54,$4.75,12/20/2024,73,60
98-445-7372,Cod,71-676-6562,Roombo,65,79,52,$8.00,10/3/2024,56,94
29-875-6900,Papaya,78-098-4468,Avaveo,45,28,6,$4.50,1/23/2025,35,16
27-757-4489,Egg (Goose),04-456-0715,Abatz,35,78,68,$2.50,1/19/2025,95,91
51-069-0489,Bread Flour,19-978-0708,Oloo,96,83,50,$1.50,3/30/2024,81,89
20-325-1965,Coconut,97-155-1262,Katz,56,75,13,$5.00,4/4/2024,42,53
76-090-4411,Ricotta Cheese,82-552-6786,Shufflester,49,94,18,$6.00,8/10/2024,38,11
01-703-8441,Raw Sugar,91-216-7668,Cogilith,100,10,89,$1.50,1/1/2025,76,38
09-622-7119,Haddock,59-781-3399,Youtags,30,81,99,$9.00,1/30/2025,99,3
45-172-7012,Papaya,95-721-9228,Brightbean,20,91,12,$4.50,12/13/2024,35,50
06-849-4869,Sesame Oil,39-464-7300,Rhycero,85,15,16,$6.50,2/19/2025,46,24
30-996-2526,Green Beans,30-942-0054,Izio,86,90,39,$2.10,2/28/2024,98,85
71-074-6292,Sourdough Bread,42-201-4495,Plajo,65,79,49,$4.00,6/10/2024,100,9
98-909-9395,Cottage Cheese,74-119-5491,Feedfire,67,98,92,$5.00,8/31/2024,35,98
61-796-6540,Ricotta Cheese,40-002-8400,Fliptune,88,4,79,$6.00,6/2/2024,23,39
41-735-9837,Robusta Coffee,35-462-7569,Devpulse,14,77,78,$10.00,8/28/2024,32,24
60-343-3288,Tilapia,22-940-6543,Vipe,85,92,66,$6.70,1/1/2025,54,85
27-783-5470,Feta Cheese,45-997-6429,Thoughtstorm,74,65,5,$7.00,7/27/2024,21,42
60-456-8169,Cheddar Cheese,54-529-4459,Oyoba,21,28,72,$9.00,2/28/2024,69,51
99-420-3592,Butter Biscuit,88-647-5082,Quatz,22,24,94,$6.00,7/21/2024,47,71
35-836-6718,Ricotta Cheese,27-838-4345,Thoughtblab,91,14,99,$6.00,1/25/2025,50,5
51-273-4240,Multigrain Bread,32-506-0556,Devpulse,85,57,25,$3.50,9/26/2024,30,42
38-924-3007,Peas,83-936-5065,Photolist,12,28,11,$3.00,1/5/2025,46,88
52-123-8039,Pomegranate,24-087-5935,Browsebug,43,65,66,$6.00,9/3/2024,78,73
34-131-8805,Yogurt,84-472-8001,Eimbee,92,92,28,$1.75,9/10/2024,50,67
28-505-8317,Watermelon,61-755-4469,Digitube,23,85,94,$3.00,7/23/2024,92,72
41-594-5069,Egg (Duck),45-471-5053,Blogtags,77,1,41,$1.00,2/5/2025,58,55
94-658-4945,Sweet Potato,09-153-0763,Skibox,65,10,81,$2.00,2/12/2025,71,61
69-561-2496,Banana,38-790-7081,Skinix,82,29,62,$15.31,3/18/2024,77,27
98-858-6323,Swiss Cheese,79-086-1717,Janyx,20,17,71,$8.00,1/7/2025,50,65
92-995-8689,Cheddar Cheese,18-682-7828,Wordify,31,65,94,$9.00,10/17/2024,63,7
43-164-5984,Butter,10-008-6747,Shuffletag,36,75,35,$2.90,6/17/2024,26,41
58-122-2282,Black Tea,55-773-9118,Ozu,59,20,17,$5.00,6/30/2024,45,15
84-269-9130,Long Grain Rice,88-615-2915,Flashspan,11,10,80,$1.50,9/27/2024,48,65
11-922-3342,Black Coffee,33-523-9077,Gabspot,24,77,32,$15.50,6/10/2024,80,42
60-550-4771,Haddock,24-568-9517,Kwimbee,75,80,87,$9.00,10/3/2024,49,40
88-951-9038,Black Coffee,14-713-5795,Youfeed,11,72,5,$15.00,10/11/2024,89,4
08-114-3922,Anchovies,19-418-7213,Camido,60,64,36,$10.00,2/25/2024,34,48
70-145-2550,Lemon,75-849-4524,Yata,91,6,37,$2.40,8/7/2024,38,70
51-761-6320,Egg (Goose),28-461-1136,Youopia,43,78,85,$2.50,8/30/2024,48,98
55-803-3964,Bread Flour,75-906-1086,Demizz,25,60,36,$1.50,8/26/2024,31,41
11-815-7923,Parmesan Cheese,98-304-8407,Rhyloo,96,9,57,$11.80,6/16/2024,78,67
83-966-3280,Mackerel,50-305-3936,Twitterworks,30,29,70,$7.50,10/13/2024,80,43
29-592-7315,Arborio Rice,61-867-3019,Dabtype,56,4,74,$4.50,7/4/2024,61,73
65-235-7676,Whole Wheat Bread,22-083-3504,Quire,91,71,17,$3.50,8/1/2024,74,57
40-683-0283,White Sugar,27-060-9944,Topicshots,27,64,78,$2.00,5/4/2024,57,4
83-553-9523,Buttermilk,89-976-4338,Zoombox,28,90,70,$2.45,2/14/2025,76,78
40-793-7235,Sour Cream,89-048-3542,Chatterbridge,92,67,51,$4.00,12/9/2024,23,78
74-666-5671,Tuna,58-657-7257,Youspan,37,33,80,$18.00,5/10/2024,27,73
90-865-9150,Powdered Sugar,58-053-4926,Kazu,28,24,97,$2.50,5/12/2024,82,5
46-255-3073,Tilapia,68-230-9130,Vinder,30,42,8,$7.00,1/6/2025,48,23
11-155-7826,Arabica Coffee,91-788-3177,Feedfire,98,83,5,$20.00,1/31/2025,39,79
99-543-5039,Lemon,63-683-7396,Livetube,65,88,20,$2.50,11/20/2024,89,37
99-033-5661,Rice Flour,32-458-6452,Zava,42,3,21,$2.00,1/27/2025,35,22
28-608-0039,Lemon,26-796-0872,Avavee,63,60,54,$2.50,5/21/2024,33,31
35-529-2933,Broccoli,57-591-6452,Jabbersphere,85,54,18,$4.00,10/23/2024,85,44
83-321-7887,Egg (Duck),70-444-9176,Yombu,44,75,72,$1.00,11/29/2024,96,38
43-910-2342,Plum,06-569-4690,Feedspan,26,69,90,$4.00,6/8/2024,47,35
21-633-8696,Coconut Sugar,89-468-2696,Topiclounge,49,59,73,$5.00,4/6/2024,93,45
76-401-7083,Pomegranate,29-156-0691,Meeveo,59,79,87,$6.00,10/3/2024,47,18
92-551-8504,Raw Sugar,22-836-5101,Livepath,19,81,33,$1.50,2/22/2025,39,85
76-264-0748,Eggplant,27-557-2375,Roombo,47,41,63,$3.00,6/1/2024,39,54
88-586-8797,Grapes,02-530-5932,Edgewire,98,62,97,$5.50,8/25/2024,59,19
21-993-5632,Watermelon,26-860-4618,Innotype,51,72,85,$3.00,4/14/2024,23,17
27-681-5588,Anchovies,89-959-2254,Flipopia,100,99,8,$10.00,10/26/2024,54,92
23-265-8144,Yogurt,31-524-1628,Jaxnation,55,50,56,$1.70,11/9/2024,62,26
26-134-9069,Whipped Cream,80-068-0825,Devcast,14,87,8,$4.00,11/11/2024,90,14
76-623-7844,Egg (Quail),84-498-3849,Vinte,29,33,88,$0.80,8/23/2024,50,35
88-977-0175,Chocolate Biscuit,58-087-3463,Yodo,100,1,26,$5.00,3/21/2024,47,79
12-714-5135,Ricotta Cheese,97-055-2756,Janyx,49,28,74,$6.00,1/14/2025,70,38
43-153-8268,Vegetable Oil,19-809-5654,Abata,75,61,19,$2.00,1/29/2025,79,69
95-130-9020,Heavy Cream,75-985-6744,Youbridge,82,12,94,$4.10,6/20/2024,69,93
82-678-8097,Cottage Cheese,65-403-0311,Feedmix,68,82,58,$4.80,8/24/2024,90,2
21-693-8216,Corn Oil,62-599-8388,Twinte,70,96,85,$2.50,9/3/2024,34,3
56-831-6199,Salmon,99-680-2351,Innojam,49,48,62,$15.00,2/25/2024,96,37
81-268-5905,Mackerel,36-138-9045,Kazio,89,26,36,$7.50,7/30/2024,48,94
41-237-5498,Cheese,38-643-1626,Omba,88,53,44,$9.00,12/24/2024,56,14
32-987-5559,Green Tea,01-665-0053,Zoovu,39,88,100,$8.00,1/30/2025,28,18
71-436-5841,Cauliflower,87-546-9674,Dynabox,87,91,94,$2.50,9/25/2024,47,4
63-890-1246,Oatmeal Biscuit,29-273-1595,Vidoo,93,50,43,$5.00,5/16/2024,76,35
65-368-2479,Egg (Turkey),99-570-8162,Browsedrive,23,21,59,$2.40,3/10/2024,81,8
74-562-7431,Vanilla Biscuit,66-174-9633,Linkbridge,94,34,21,$5.50,3/20/2024,74,70
51-583-6029,Digestive Biscuit,78-024-3286,Kanoodle,38,43,91,$4.00,8/18/2024,72,64
06-996-3221,Evaporated Milk,97-821-7402,Buzzshare,11,9,65,$2.00,12/4/2024,48,96
96-334-2593,White Tea,64-831-3071,Rhycero,60,27,58,$25.30,6/27/2024,43,91
58-219-0241,Avocado Oil,42-523-1857,Twitterwire,50,36,81,$10.00,5/12/2024,27,6
87-272-6544,Egg (Goose),93-699-8001,Skalith,90,3,49,$2.50,5/3/2024,51,87
95-357-2870,Arborio Rice,75-365-7696,Talane,86,80,80,$4.50,5/13/2024,22,67
88-401-3700,Cauliflower,39-299-6093,Jabberstorm,86,66,24,$2.50,2/4/2025,30,6
72-404-5581,Almond Flour,18-065-8014,Pixonyx,54,17,90,$9.50,8/7/2024,60,20
11-766-8738,Watermelon,96-393-1428,Jabbersphere,27,64,43,$3.00,11/30/2024,70,58
15-796-3130,Rye Bread,45-912-2948,Kwilith,50,58,78,$3.00,4/17/2024,83,49
73-751-4393,Onion,14-486-5626,Skyndu,68,10,29,$2.00,6/7/2024,37,11
62-100-2245,Sourdough Bread,18-110-8314,Meevee,22,60,73,$4.20,11/8/2024,62,3
08-961-3009,Cheese,41-825-5869,Eimbee,50,14,6,$9.20,12/19/2024,60,72
33-440-2588,Bell Pepper,68-596-5506,Tagpad,26,12,43,$4.40,9/16/2024,73,20
24-009-1208,White Tea,96-405-4286,Aivee,62,31,24,$25.00,6/10/2024,89,100
71-300-2191,Broccoli,98-677-4279,Yamia,79,72,6,$4.00,5/6/2024,67,63
74-430-8245,Peach,51-213-5660,Ainyx,73,90,77,$4.00,8/15/2024,75,19
68-636-4774,Carrot,40-436-0171,Gevee,18,50,77,$1.45,8/30/2024,44,19
38-655-2312,Kale,91-127-7174,Dabshots,79,74,87,$4.00,4/9/2024,80,26
16-632-1308,Arabica Coffee,45-903-0036,Voonyx,23,13,15,$20.00,5/21/2024,31,28
37-606-0510,Milk,09-489-6314,Jabbercube,18,64,86,$1.00,6/9/2024,73,38
36-296-9609,Sunflower Oil,46-041-1131,Photofeed,24,35,14,$2.50,6/24/2024,91,71
22-329-7791,Watermelon,72-013-2438,Eidel,53,41,30,$3.00,1/13/2025,24,77
56-894-3733,Yogurt,57-133-8386,Skinte,85,83,13,$1.75,3/17/2024,49,75
06-858-5680,Sesame Oil,63-231-2829,Miboo,15,34,57,$6.50,1/12/2025,49,96
71-954-4501,Anchovies,26-135-6134,Quatz,66,49,41,$10.00,10/8/2024,27,37
12-046-2988,Corn Oil,37-630-2250,Youbridge,17,63,66,$2.50,1/24/2025,23,46
95-356-1566,Grapes,57-204-2098,Rhynyx,13,61,77,$5.50,2/21/2025,42,18
34-291-4939,Digestive Biscuit,39-284-1614,Eimbee,34,49,27,$4.00,11/24/2024,78,20
35-621-2546,Swiss Cheese,14-190-2260,Skiptube,85,89,41,$8.00,4/7/2024,68,93
21-013-3508,Cabbage,64-489-8494,Meevee,12,95,49,$1.00,6/13/2024,25,23
38-049-9319,Oatmeal Biscuit,90-447-5123,Trunyx,82,6,53,$5.00,4/29/2024,21,58
94-697-2396,Sourdough Bread,34-161-7429,Zoomlounge,71,97,44,$4.00,2/26/2024,58,14
33-807-7247,Mozzarella Cheese,94-453-3755,Blogspan,58,17,26,$7.00,7/7/2024,62,89
62-816-8794,Rice Flour,56-110-5754,Photobug,15,76,81,$2.00,6/17/2024,90,26
33-507-9886,Pineapple,11-445-3951,Quinu,68,25,16,$3.50,8/19/2024,25,83
40-003-7322,White Sugar,41-644-3129,Wordtune,13,32,79,$2.00,2/16/2025,38,61
95-090-2788,Sesame Oil,95-715-6047,Dabtype,45,7,58,$6.50,4/5/2024,86,77
06-503-5891,Egg (Goose),19-098-2529,Babblestorm,40,22,74,$2.45,9/23/2024,76,70
38-555-9147,Black Coffee,35-370-7603,Aimbu,62,23,25,$15.50,4/29/2024,34,68
64-854-8664,Peanut Oil,19-893-7698,Pixoboo,79,3,36,$4.00,1/25/2025,46,29
50-942-2409,Peas,69-472-4067,Meedoo,75,91,68,$3.00,4/23/2024,96,73
17-493-4579,Almond Flour,67-541-7091,Trudoo,76,8,2,$9.50,11/8/2024,24,53
10-854-5467,Canola Oil,40-443-3362,Realcube,96,51,40,$2.30,5/4/2024,61,4
11-604-6002,Canola Oil,50-862-4552,Kimia,69,17,27,$2.30,6/18/2024,79,75
44-305-1866,Butter,25-190-3172,Jayo,48,71,86,$3.00,7/2/2024,95,3
49-730-0159,Cream,62-766-8232,Riffpedia,82,3,82,$2.40,12/10/2024,48,31
70-534-7796,Zucchini,62-044-8874,Babblestorm,43,21,31,$2.50,6/25/2024,22,25
95-738-4658,Green Coffee,67-404-3362,Skyndu,90,68,74,$12.00,11/26/2024,81,26
20-405-4865,Milk,16-019-7101,Centimia,13,39,98,$0.90,11/5/2024,46,46
79-428-8753,Cabbage,29-521-7910,Skivee,62,79,95,$1.00,7/6/2024,34,12
10-626-8536,Coconut Sugar,23-274-3305,Lazz,17,85,74,$5.00,1/29/2025,76,89
27-216-9671,Sesame Oil,40-773-7065,Skilith,100,86,94,$6.50,4/12/2024,77,57
14-489-8669,All-Purpose Flour,28-436-5158,Wikibox,54,69,68,$1.75,11/5/2024,77,56
46-632-8420,Whipped Cream,27-996-8883,Skippad,98,24,4,$4.10,12/21/2024,89,80
39-192-3521,Herbal Tea,74-062-7176,Dynazzy,20,9,12,$30.50,2/22/2025,46,32
94-528-8088,Haddock,68-885-5553,Zoovu,43,7,63,$9.00,7/24/2024,66,71
74-305-1263,Green Coffee,83-076-5024,Photobean,29,91,48,$12.00,7/10/2024,28,40
53-151-5726,Grapes,93-180-4005,Flipopia,37,45,62,$5.50,1/12/2025,34,23
02-085-7218,Cheddar Cheese,41-978-3326,Oyonder,85,28,32,$8.90,6/25/2024,57,41
77-777-4536,Basmati Rice,64-396-5538,Skidoo,26,67,46,$4.40,9/12/2024,54,46
86-482-6451,White Tea,56-965-0404,Brightbean,91,78,61,$25.00,10/27/2024,63,15
36-127-4273,Ricotta Cheese,05-719-6858,Skimia,50,46,38,$6.20,7/3/2024,88,70
03-061-1344,Trout,85-211-5357,Izio,98,65,76,$12.00,7/19/2024,62,47
97-300-7511,Egg (Duck),47-687-2255,Katz,37,53,61,$1.00,7/17/2024,90,89
83-108-1174,White Bread,56-439-3559,Devpoint,78,68,68,$2.50,3/5/2024,89,24
38-664-2155,Cauliflower,10-540-5841,Realpoint,48,27,73,$2.55,4/12/2024,52,97
80-459-5950,Arabica Coffee,04-866-2231,Rhyzio,74,10,74,$20.00,10/2/2024,100,66
93-015-0811,Pineapple,07-055-5188,Gigashots,18,7,58,$3.50,8/5/2024,88,96
02-888-9412,Cauliflower,22-307-4653,Photobug,95,66,69,$2.48,3/28/2024,92,72
10-218-2680,Egg (Turkey),72-024-1595,Quinu,39,93,57,$2.50,5/28/2024,26,44
30-964-2694,Peas,42-976-2737,Edgeclub,48,72,55,$3.00,5/12/2024,51,41
15-144-9413,Strawberries,08-912-0895,Meevee,58,15,87,$5.90,6/30/2024,52,81
17-253-5688,Greek Yogurt,42-638-2086,Shufflester,39,55,39,$3.00,7/7/2024,47,59
31-608-1445,Papaya,75-286-4153,Ntag,84,28,29,$4.40,2/15/2025,54,32
51-934-9117,Sardines,34-389-9922,Linklinks,30,55,4,$6.00,7/28/2024,56,31
72-810-9753,Sesame Oil,17-359-2527,Yotz,14,84,15,$6.50,2/7/2025,51,73
53-146-9979,Powdered Sugar,44-388-2451,Skidoo,21,15,27,$2.50,10/11/2024,37,41
46-622-3434,Jasmine Rice,85-473-1534,Topdrive,17,19,74,$4.75,12/8/2024,58,27
47-843-8207,Cauliflower,55-838-9088,Cogilith,34,92,26,$2.50,4/10/2024,28,71
29-135-0791,Jasmine Rice,05-050-4384,Babblestorm,56,48,82,$4.75,12/21/2024,71,65
45-194-4094,Plum,65-611-4749,Devcast,64,71,69,$3.90,6/14/2024,60,67
09-712-3630,Grapes,17-807-6972,Aibox,87,62,2,$5.50,3/25/2024,22,38
56-213-0577,Papaya,72-306-8602,Kwinu,24,25,52,$4.50,5/23/2024,24,77
78-956-4737,Sushi Rice,76-712-0418,Photobug,47,1,60,$4.20,5/19/2024,32,87
29-436-6570,Digestive Biscuit,12-140-7809,Quatz,61,8,45,$4.00,9/27/2024,73,64
04-038-1547,Rye Bread,61-912-9541,Realblab,48,2,16,$2.80,11/24/2024,27,1
76-476-9996,Chocolate Biscuit,88-428-6227,Photobean,37,96,82,$5.00,1/14/2025,35,23
43-469-7551,Arabica Coffee,64-361-4238,Rhycero,45,36,97,$20.00,5/26/2024,36,6
15-169-8058,Bread Flour,14-009-8505,Feedfire,87,97,28,$1.50,9/23/2024,58,21
37-567-3218,Almond Flour,03-257-4437,Trilia,37,47,34,$9.50,10/31/2024,38,89
92-455-2959,Robusta Coffee,13-109-8639,Katz,59,62,57,$10.30,7/16/2024,90,94
75-672-4378,Pomegranate,20-103-9525,Eare,62,40,86,$6.00,11/16/2024,45,86
66-806-6051,Yogurt,19-875-5642,Devpulse,63,12,82,$1.70,7/1/2024,56,31
65-527-9488,Grapes,23-482-0516,Layo,38,72,39,$5.50,6/24/2024,59,8
36-840-2728,Mackerel,26-454-7297,Dabfeed,76,21,3,$7.50,8/10/2024,31,47
07-389-5740,Egg (Quail),72-784-3292,Skimia,34,94,69,$0.80,3/12/2024,96,30
13-144-2169,Eggplant,11-742-5033,Blogpad,25,62,11,$3.00,12/1/2024,57,98
